X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-1.110871,51.603446,train,2.5359124132778935E-4,48.24199190661901,0.7236606649444746
-2.372837,51.383003,train,1.1208167951085423E-4,22.1420454156026,0.43359103349909955
-0.858249,53.938435,train,4.352031834139941E-4,85.47753941862211,0.8899915025475058
-2.666804,51.533703,train,7.3578400588529E-5,12.385502253881402,0.3114475619106959
-2.649585,51.544544,train,7.66489675301856E-5,13.189193469174775,0.3220872168920643
0.545795,51.45977,train,2.3446986235222281E-4,45.393180438088,0.6955196653874922
0.310191,51.461053,train,2.104719149433652E-4,41.473040350561526,0.6561121242390096
-3.952192,51.637557,train,1.092142860790361E-5,1.0376242313561344,0.05388357755826889
-1.06375,51.560144,train,1.52930826337925E-4,32.306327111746086,0.5395778206097023
-0.622945,51.825553,train,1.7245432405541062E-4,35.753615239161604,0.5829827750747067
-0.346935,52.759329,train,3.197245795957491E-4,62.10850867553849,0.8024040033535592
-0.982915,51.384356,train,1.3679956525235258E-4,28.544983686837703,0.5003259731844565
0.714295,52.341868,train,5.061432410285812E-4,95.06774784043891,0.9232330230368818
-2.729189,52.72545,train,1.954721345921075E-4,39.57463002232525,0.6289305364186066
-0.5813884,52.2887645,train,3.367881294808638E-4,65.56709909361818,0.8187849958850362
1.199294,52.94532,train,1.729688686157416E-4,35.82052525746209,0.5840696000455423
-1.240969,52.567178,train,3.127772964771141E-4,60.2808131959958,0.7953177647189774
-2.156482,52.461627,train,2.1855039551913475E-4,42.90944709173257,0.6699168983159227
-1.478671,52.484272,train,3.154768427110579E-4,60.97883577253348,0.7981010035974133
0.377848,51.539784,train,2.2841787924035865E-4,44.503412927513835,0.6860291852623662
0.118506,51.622542,train,1.6408432755819243E-4,34.295692594768596,0.5648994256732369
-1.188651,52.639965,train,2.8094721132897735E-4,53.565419700821096,0.7594592015642834
-2.659598,52.7108,train,2.8707631810538837E-4,54.83698858796594,0.7668213171828769
0.393989,51.439226,train,1.7535999349944364E-4,36.1501852288904,0.5890831046259801
-1.46285,51.11238,train,9.48944258495881E-5,17.20030499305192,0.3820027016085864
0.62918,52.761936,train,3.8589680484604197E-4,78.62556753588697,0.8587371634737389
-0.784864,51.197905,train,8.739353299699487E-5,15.532904653683138,0.3580400108689138
-1.019151,51.588104,train,1.1868368293805664E-4,23.99958520189074,0.45224213849484585
-2.408799,52.506738,train,3.032290820325899E-4,58.42397583746361,0.785162077658162
0.538608,52.414567,train,5.014129070389312E-4,94.45275695730638,0.9213690685020485
-2.413519,51.932458,train,1.5739449185297815E-4,33.058410173285786,0.5498838293794802
0.508679,52.72858,train,4.4625137841199254E-4,87.46692432083223,0.8959860475417848
-2.979333,53.411788,train,1.4462683155766154E-4,30.50699765852965,0.5197730549602646
-1.325052,52.65925,train,1.8992727751356215E-4,38.533757560711805,0.6183473713781273
-1.162683,53.988129,train,5.819134440278443E-4,99.40876119714734,0.9477262304285319
-0.90882,53.281829,train,3.3626328858128734E-4,65.42861741424471,0.81830199367053
-1.168046,53.718521,train,5.303266771549901E-4,97.44061547873648,0.9320939815616932
-0.614862,51.703396,train,1.505792234977672E-4,31.75188370431041,0.5340537177269936
-1.135976,52.950189,train,2.635922459151492E-4,50.043522398729074,0.7373275015166887
-1.185709,52.679051,train,3.072604309647843E-4,59.12568783033415,0.7895099657798765
-0.6581589,53.7880556,train,4.145793708916501E-4,82.80981190645946,0.8778616590296024
-1.434975,54.713192,train,5.860140151171265E-5,8.93663190904313,0.25710883298482246
-2.677622,53.359949,train,7.861882277651658E-5,13.75004872629665,0.32882612783280596
-0.0053035,52.9687568,train,4.885609457425023E-4,92.86489703247983,0.9160731332624157
-4.584630559,55.94273627,train,1.0738372943085098E-5,1.00538591653715,0.05300480085992021
0.522222,52.449538,train,5.041773145995279E-4,94.78025551048904,0.922463790354797
0.653495,52.307279,train,4.629513937767617E-4,89.85666481762149,0.9044329173610686
-1.07216,53.219389,train,3.0294610706837756E-4,58.33807518950538,0.7848535317450103
-1.397193,53.753823,train,3.6147239071208947E-4,71.7394648013119,0.8401086866969486
-1.486295,52.46183,train,2.9279144358302213E-4,56.23121057722821,0.7734830152627594
-0.66024,53.78941,train,4.935885627102489E-4,93.4765475275876,0.9181860736084714
-2.858634,53.394739,train,1.190099710285275E-4,24.091541746492243,0.4531478287955655
-1.159099,52.639759,train,2.9603754062654383E-4,56.748667251305015,0.7771816498917101
0.622287,52.312923,train,4.6837363265492824E-4,90.61201384557242,0.9070251760716805
0.599797045,50.86448523,train,1.939025336610005E-4,39.1972967564652,0.6259648626997237
-2.822678,53.089365,train,2.3871787712434128E-4,46.11971398049612,0.7020093638059447
-1.245723,52.779999,train,3.1916114938868685E-4,62.0198941133911,0.8018385613279091
1.359238,51.155968,train,2.583038410266757E-4,49.08977333617237,0.7301870516142817
-1.57574,52.351111,train,3.4793829540429944E-4,68.47741642494866,0.8287482887741312
-2.868343,53.391523,train,1.1662986817390015E-4,23.404558208221445,0.44650674956117553
-1.152,54.61049,train,5.019237973814616E-4,94.52855508954555,0.9215725419569826
-1.184642,53.211222,train,2.279268946975259E-4,44.38527100194514,0.6852463919701501
0.279576,52.310595,train,3.801119083710266E-4,77.2212628203004,0.8545312616620941
-3.074573,53.608723,train,1.3430076191954212E-4,28.02591791473551,0.4939532824701739
0.482206,52.797025,train,4.980235043791961E-4,94.06155682370657,0.9200057295943413
-1.273763,51.643004,train,2.271304807820103E-4,44.202762951227875,0.6839724897243311
-1.512749,52.731638,train,1.9747017053293938E-4,39.991899505848046,0.6326717207731519
-1.151845,53.203802,train,2.6547749352546026E-4,50.42713144941915,0.7398270272382956
-0.507741,51.424455,train,1.9254603827696806E-4,38.95115687334195,0.6233827532635914
-1.095095,53.197092,train,2.608714569374179E-4,49.66927710740749,0.733677790613136
-3.074116,53.59075,train,1.3430076191954212E-4,28.02591791473551,0.4939532824701739
-0.658424,52.581207,train,3.170096401813938E-4,61.29597209218467,0.7996644432846062
-1.319566,53.719477,train,4.2835830400877464E-4,84.47061934522772,0.88610551652471
-0.600554,52.544575,train,3.4794426174569596E-4,68.47867520208477,0.828753470633403
-1.177207,53.208474,train,2.7248966238688585E-4,51.91316646154636,0.7489170324649297
-1.151455,53.223575,train,2.66220586548229E-4,50.5947237038416,0.7408056975643752
-1.522359,52.733025,train,2.2167755548579602E-4,43.37996214067503,0.675110673914793
-1.102053,53.222315,train,2.821453684239884E-4,53.810408536570755,0.7609164473942993
-5.812754,56.968649,train,2.999833372472533E-6,0.1738252732409047,0.015098951343830436
1.153803,52.933947,train,1.351774842484979E-4,28.2445331980267,0.49619838755192514
-0.633779,53.768004,train,4.573115963882637E-4,89.06691521137647,0.9016599364618185
-1.218844,52.604208,train,3.107453516774828E-4,59.86207404600518,0.7931975447865025
-1.040893,52.638862,train,2.7007942099382216E-4,51.431600463165616,0.7458289844242431
-0.58017,53.173641,train,3.974006630561764E-4,80.46582130626322,0.8667431170351336
-1.022773,53.447765,train,4.077189433975196E-4,81.77637251004276,0.8735372215988013
-1.19031,52.550076,train,3.169860797235773E-4,61.28417859632222,0.799640503685435
-2.70774,53.24429,train,6.108743305907739E-5,9.543202206532232,0.2664166110338264
-0.492847,51.374357,train,2.1674452509307565E-4,42.6080547363407,0.6668798664037154
-1.100732,52.603371,train,3.1615204217774333E-4,61.11352365924023,0.7987911989558629
-2.636844,52.688225,train,1.9719842466521946E-4,39.93129889595476,0.6321651200742916
-1.086643,52.992296,train,2.2574375594039991E-4,43.937133008837044,0.681742040004056
-2.675052,52.772202,train,2.640968624683215E-4,50.132365790508764,0.7379988834490979
-1.044803,52.45909,train,2.1211283046495996E-4,41.72245600987894,0.6589621341768703
-1.04754,53.18144,train,3.202714714553541E-4,62.194522137495994,0.8029513048246756
1.376454,52.041916,train,3.424226227574465E-4,67.10651048562512,0.8238901366708838
-2.4644,52.749257,train,3.4144168991587573E-4,66.75798412661771,0.823011816485608
-0.584312,51.434442,train,1.8706617465682075E-4,38.10332221921766,0.6127690231600352
-2.824397,53.179245,train,1.880529955515827E-4,38.253121662451754,0.6147021985867145
-1.43354,53.751978,train,2.886311066391091E-4,55.20237111142341,0.7686527803283717
-1.104029,52.441573,train,2.075470096890008E-4,41.17305954138558,0.6509728357618731
-1.1936,52.370295,train,2.48085766808905E-4,47.53016482697042,0.715836033569087
0.609679,52.621641,train,4.715432543980609E-4,91.08874656215812,0.9085078169018423
1.257175,52.903277,train,1.0044639655096694E-4,18.766764261369772,0.39916134305536033
-1.474448,53.450605,train,1.0255213931043252E-4,19.455487342143886,0.4055439098504512
-1.632724,52.552275,train,2.2887704867702435E-4,44.59146442060496,0.6867594928871714
0.034733,51.558378,train,1.1451556480873958E-4,22.923560301004883,0.44053970410085586
0.620559,52.618253,train,4.8452761511494173E-4,92.44929466106366,0.914338676589164
0.572082,52.799156,train,4.648411462837775E-4,90.11189694451359,0.9053444724327313
-0.195023,51.639921,train,1.2493385998082286E-4,25.881955877040856,0.4693330411380672
-2.074114,51.923497,train,2.2560480226797462E-4,43.91449614448616,0.6815176768654331
0.263114,51.987193,train,3.8875466438454944E-4,79.25744964995336,0.8607698687926999
0.577541,52.703273,train,4.6940812998867574E-4,90.84134224297772,0.9075117010220327
0.353386,51.156559,train,1.5082576070847084E-4,31.827284403899124,0.5346359496480587
-1.1868024,52.738981,train,2.787605279249376E-4,53.08211334595499,0.7567767355398902
-1.323881,53.449848,train,2.4468572257670373E-4,46.98424776364318,0.7108934665284741
-0.930036,51.109399,train,6.254883706160338E-5,9.843029262802345,0.2718336318431268
-2.855642,51.689784,train,2.7290710328164427E-5,3.776279342559816,0.12925742422132014
-2.683389,53.719458,train,2.843497009996509E-5,3.995869577332967,0.13429595617820933
0.605804,52.618579,train,4.605178638458513E-4,89.53177653291623,0.9032461188980115
-3.229908,51.647347,train,1.4197048594701093E-5,1.6034392019146557,0.06947137773752754
-0.062071,51.368024,train,5.338064951957591E-5,7.945137358256726,0.2371759694148048
-1.554381,52.277807,train,3.389436646526307E-4,66.07154563952905,0.8207552702883543
-2.757635,52.914054,train,1.2750224666329012E-4,26.559114269695826,0.4762006593276462
-3.263394,55.941804,train,1.847661773219706E-4,37.76539015859198,0.6082256121503655
-0.60624,52.364828,train,3.363513546451677E-4,65.44855056836204,0.8183831291729529
-0.692247,53.8221927,train,4.1878269623855995E-4,83.51093911257996,0.8804378218755557
-0.336173,51.731927,train,2.1454836751248592E-4,42.252932553367096,0.663148787728449
-1.672363,52.179299,train,3.425344984600354E-4,67.14679258666038,0.8239900320543599
-1.343202,53.8623192,train,3.4543486480927827E-4,67.94617872552708,0.8265601262703122
-1.1557102,52.7218678,train,3.0870892443656185E-4,59.40070269379553,0.7910506122898106
-0.538004,52.651705,train,3.6794666556134406E-4,73.28451749475389,0.8452734995935582
0.244334,51.474383,train,2.0895364923404988E-4,41.26558809566443,0.6534539285865764
-0.471807,52.003518,train,2.4798134053135754E-4,47.516158982211195,0.7156854966660012
0.199759,51.435344,train,1.7450996247286125E-4,36.02272919241307,0.5873077937572946
-0.042852,51.81733,train,1.8998917891812782E-4,38.54091718717614,0.6184671694301704
0.167914,52.72631,train,4.393554784187117E-4,86.0421823802533,0.8922839464866642
-0.339465,51.642053,train,2.562013910044274E-4,48.59751839636428,0.7272946732275246
0.093113,51.057562,train,1.1322083908270808E-4,22.530707868821874,0.43685397961687145
-1.488375,52.282035,train,3.332116236497855E-4,64.64332602968847,0.8154679842447469
-1.450229,52.403232,train,3.501883320103402E-4,68.97001476505962,0.8306914018392035
-0.427332,53.261619,train,5.019666307078837E-4,94.53334596862412,0.9215895773412959
-0.617435,52.005318,train,2.4297289688171654E-4,46.764848620168976,0.7083711015277094
0.473972,52.900151,train,5.459812151729627E-4,98.32199310071464,0.9372768655686339
0.562472,52.255335,train,3.6925487688675864E-4,73.67398727307928,0.8462966791233575
0.066601,51.5081353,train,1.446029704591039E-4,30.501890747129313,0.5197149367272241
-1.655794,52.430979,train,2.918920510146317E-4,56.028540192558474,0.7724474198831783
-1.325304,53.359969,train,2.0137183583616378E-4,40.502749977914256,0.6398689236290178
-1.212629,53.154779,train,1.596750905620809E-4,33.473920725185444,0.5550600581754184
0.178374,51.567894,train,1.4226235905303184E-4,29.921519432868397,0.5139796146060893
-0.594807,52.724315,train,3.827958707830349E-4,77.94023989558357,0.8564979828033759
-0.597688,52.634446,train,3.8720697024584587E-4,78.98451387585497,0.8596727008314289
-1.699244,52.529987,train,3.02041694407305E-4,58.12176685020723,0.7838644175715476
0.0196,51.737591,train,1.9208064246950925E-4,38.813409157738306,0.6224927646009932
0.667482,51.351656,train,1.9252097372888063E-4,38.943738275695935,0.6233348751697674
-1.781981,52.193038,train,3.4649017093074734E-4,68.17082598133176,0.8274859213885468
-1.130971,52.567636,train,3.223945808431404E-4,62.50107964660082,0.8050616768835327
0.694645,50.980252,train,1.610544741833591E-4,33.73775006604433,0.5581618839572773
-0.568145,52.634093,train,3.1362789340431366E-4,60.53126087322703,0.7961988474809314
-1.716122,52.197393,train,3.4111299583283695E-4,66.6641055386636,0.8227165274221798
-0.312643,52.361001,train,3.3124381249727546E-4,64.21331543341554,0.8136171256061313
-0.065855,51.278158,train,1.0756000677427051E-4,20.68674570709825,0.4204518729071046
-0.636472,51.376116,train,1.588728037690255E-4,33.282548400357044,0.5532459463459625
1.36578,51.245732,train,1.9978218339066777E-4,40.273318634064715,0.6369537542186701
-1.321012,53.629602,train,2.8356775487747474E-4,54.00049299038957,0.762634952980383
0.137441,51.625796,train,1.7176782303705E-4,35.654989925997775,0.5815283190204533
-1.010196,53.98697,train,4.5924406742487876E-4,89.38025332375594,0.9026190414758033
-0.342739,51.552177,train,1.7202302640859316E-4,35.69165340029095,0.5820695973277288
-3.472244,54.39099,train,3.979011324709425E-5,5.705967865482391,0.18274284364030569
0.280101,52.306538,train,3.751541423623927E-4,75.74281713752974,0.8508272165824758
-1.02891,53.178143,train,3.1156550894564076E-4,60.01760472458206,0.7940559632925115
0.382544,51.62962,train,2.1745840607584877E-4,42.71095711613343,0.6680837649879083
-0.198582,51.550053,train,7.369546961662734E-5,12.415155011471004,0.3118562568660077
0.725358,52.521466,train,4.6538648404615156E-4,90.16155177986514,0.9056059053553526
-2.988528,53.807212,train,5.6221419076091764E-5,8.457125208546591,0.2480874772285837
-1.146109,51.514465,train,1.838197475303227E-4,37.53340438720642,0.6063405905854433
-2.902068,54.023609,train,3.3510585111054215E-5,4.786872614015285,0.15629630303278064
-1.471094,53.720242,train,2.507896432622542E-4,47.95067502775153,0.7197062090153493
-0.455177,52.589968,train,3.584110680989725E-4,70.8068736444716,0.8376068502563512
-2.913896,51.565262,train,4.318320172967976E-5,6.253957147475616,0.19668633882505826
-0.01509,52.446292,train,3.7968312290633015E-4,77.02042452794365,0.8542145739615892
-0.988292,53.473096,train,4.192337396717079E-4,83.56303706714118,0.8807110118203041
-0.836728,53.918004,train,4.4385449534745217E-4,86.79743927027081,0.8947139220379512
-2.939038,51.560118,train,4.318320172967976E-5,6.253957147475616,0.19668633882505826
-0.879317,53.17683,train,4.246720125976711E-4,84.03932828673909,0.8839561645734563
-0.084488,50.828804,train,1.9463877823994576E-4,39.35809457692154,0.6273588958689018
-2.037849,52.026908,train,2.3815751103002577E-4,46.034006391497684,0.701161275829044
-0.11578,51.372047,train,6.247971603256336E-5,9.825085656156523,0.2715783228569304
-0.84214,53.917742,train,4.52491744214505E-4,88.38682182964375,0.899226431379935
0.089675,51.545272,train,1.3457327518871464E-4,28.093870519081424,0.4946522022765897
1.044622,52.873398,train,2.595035428276724E-4,49.49643795658168,0.7318237351299339
-0.489888,51.464242,train,1.946484398490077E-4,39.360958174499956,0.6273771549426728
0.31006,51.482684,train,2.13318499724952E-4,41.97062135836926,0.661041126255472
-1.45034,52.394242,train,3.747115727758875E-4,75.63743710854769,0.8504920136459334
-0.641785,51.196331,train,1.4684692399009912E-4,30.922345395330336,0.5251498572089065
-0.15839,52.538522,train,3.5951075375514343E-4,71.12102491999464,0.838510031511746
0.085569,51.455417,train,1.1654267405351119E-4,23.37749564121372,0.4462619307836736
0.193648,51.457941,train,1.9063010658302153E-4,38.61504801996576,0.6197053512936723
-1.449478,53.634756,train,2.1910558500267682E-4,43.014999600950304,0.6708450146241196
0.578131,52.524766,train,4.836972875176862E-4,92.32951328182571,0.9139771850197147
0.106316,51.904676,train,3.1011581972143463E-4,59.73774952649476,0.7925362179899057
-2.065039,50.669149,train,7.183641279108263E-5,11.888161070946282,0.3053374220996431
-0.202123,51.460183,train,1.0410567020890345E-4,19.839968761254422,0.4102092044064459
-1.15825,51.520398,train,1.997437203296866E-4,40.26777477427725,0.636882927467959
-0.830814,51.050447,train,6.135064727050437E-5,9.592645693835973,0.26739524017410676
-0.753309,53.213784,train,4.102144940869197E-4,82.15940624765113,0.8751277185537967
-2.98016,53.447737,train,1.5358549432023213E-4,32.47212281707738,0.5411040004756025
-2.244505,52.503146,train,2.6823257886014984E-4,51.02793654655907,0.7434370984744336
-0.495791,51.284471,train,2.174116456896952E-4,42.70421683990904,0.6680050409707399
-0.352462,51.282542,train,1.787255138342466E-4,36.680558223519434,0.5960374174877944
-1.473336,53.540485,train,1.4838879597111416E-4,31.33179453954273,0.5288486253281992
-0.046274,51.570097,train,7.382906676744876E-5,12.448994225756111,0.31232235611699244
0.539754,51.468939,train,2.297296680473352E-4,44.75495390957422,0.688111078722059
-2.94437,52.850238,train,1.1360360128309874E-4,22.675957019016085,0.437946118227554
1.468096,52.591956,train,3.1695730225428983E-4,61.26977365701175,0.7996112592401445
0.233773,51.542617,train,1.7710118900144347E-4,36.407479877650374,0.5926958266088881
-1.421068,52.385113,train,3.6967027589923234E-4,73.76427980727851,0.846620153942821
-0.017826,51.560627,train,1.07397472425617E-4,20.649038596971934,0.41997394450842773
-0.15462,52.628373,train,3.577018119775748E-4,70.52742355975732,0.8370216543262591
-0.639135,51.286225,train,1.5078709080646542E-4,31.81507348551311,0.5345446734263077
0.223285,51.475369,train,2.0895364923404988E-4,41.26558809566443,0.6534539285865764
-0.633794,51.466007,train,1.6155625885431083E-4,33.839107958598454,0.5592848774447465
-0.30576,52.540723,train,3.392013615280723E-4,66.14571107218825,0.8209893808158377
-1.322451,53.539726,train,2.668338616342991E-4,50.71943390261982,0.7416106212669684
-0.775307,51.557489,train,1.944318273427271E-4,39.296756544682005,0.6269675730527222
0.719812,52.431668,train,5.139191001442006E-4,95.60537960364164,0.9262015200641416
1.713822,52.615978,train,3.35554906076136E-4,65.26827223381734,0.8176480391816577
-1.030796,53.26041,train,3.7604282136578435E-4,75.98225601632173,0.8514980355714883
-1.436218,52.349225,train,3.7078983986359073E-4,74.30845839558542,0.8474885822824554
0.124656,51.522162,train,1.4131646782322309E-4,29.69349597599967,0.5116424625408926
0.521898,51.536775,train,2.5860136532395513E-4,49.22263184143749,0.7305938758057988
-0.108243,52.624495,train,3.655374812373788E-4,72.58681576848139,0.843371371239716
-0.869848,53.536306,train,5.173558351666069E-4,96.09654855259599,0.9274766759212479
-0.631103,51.555896,train,1.764118151301336E-4,36.30676448613941,0.5912692921443009
-2.976043,53.267991,train,2.0966139893798582E-4,41.36228007879977,0.6546956112955022
-2.052455,52.053874,train,9.893106611780572E-5,18.34313750062567,0.3945259744939784
-1.862442,54.530201,train,2.8773034157684582E-5,4.057379528834034,0.13577897053735588
-1.36101,50.932701,train,8.192627978861554E-5,14.40184156459594,0.33999067266951777
-0.815519,53.320042,train,4.171814839544862E-4,83.30397626349762,0.879462929899298
-2.630998,52.744442,train,2.627683301208306E-4,49.921064508056986,0.7362275987661333
-2.1467925,52.9817411,train,6.958566487833647E-5,11.464618828781905,0.2973624160923718
-1.175062,53.359025,train,2.7840953761416626E-4,53.01477100726056,0.7563433883278903
1.08589,51.126941,train,1.2745169420771965E-4,26.55017138610938,0.4760663481853281
0.265557,51.456573,train,1.9205229918197025E-4,38.80502011974393,0.6224384950932775
-3.2343,54.159973,train,3.0367452948917447E-5,4.322325718111007,0.14273916955040233
-1.207919,50.834598,train,4.569474891848912E-5,6.633583853304419,0.20685380281073795
-1.178514,53.179269,train,2.1740843306942238E-4,42.70375375673492,0.6679996316393535
-0.478609,51.565258,train,2.1436109189476986E-4,42.2095097751336,0.662828695758183
